country_code,country_name,year,gdp,htexp,inet,terenr,secenr,labor,pop,infl,rdexp,hci,broad,rdrate,eco_fre,fdi,gii,eduexp,gfcf,ictexp,cc,ge,pv,rl,rq,va,mobile,nfa,nbden,suscom,trade,hdi,sciart,secsvr,ai_art,Overallscore,Government,TechnologySector,DataandInfrastructure,Vision,GovernanceandEthics,DigitalCapacity,Adaptability,Size,InnovationCapacity,HumanCapital,Infrastructure,DataAvailability,DataRepresentativeness,EGDI,HCI1,OSI,TTI,Intellectualcapital,AI_Doc,DT,ln_gdp,Institutions_Index,trade_normalized,country_id,AI_Doc_norm,Inf_data,inf_data_avg,Inf_dataxAI
CHL,Chile,2019,191000000000000,672148298,85,92.06597137,104.4057693,9843775,19197744,2.567787214,.342429996,,17.865,507,75,-3234014559,36.64,5.626309872,45600000000000,382946373,.978930891,.863498628,-.016121579,.924216628,1.158493161,.981485605,130.493,20300000000000,8.323110008,45.89403591,57.61175457,.867,8012.18,10872.73588,438,,,,,,,,,,,,,,,,,,,43.62996389891697,310,,32.883293,2.1051733,.13460611,Chile,.0060468484,,,
CHL,Chile,2020,179000000000000,1368060499,87.5,89.11248779,103.6916885,8906788,19370624,9.665722697,.33524999,.651604176,19.4306,515,77,-5049109795,46.97,5.629930019,40700000000000,379690903,1.106137156,.705044687,.044044506,.930162132,.948647738,.991940737,129.414,26100000000000,10.12180094,50.57170522,58.18286356,.856,9032.26,12744.86563,523,53.08906864,53.98877908,37.17253183,68.10589502000001,50,49.60811464,55.56333333,60.78366833,16.80367424,41.60599352,53.10792772,56.67018507,75.7525,71.895,.8259,.8643,.8529,.7606000000000001,46.1295843755742,218,62.662006,32.818405,2.0283983,.13600004,Chile,.0042464924,1.0397581,66.211342,.0044153249
CHL,Chile,2021,199000000000000,1264185464,90.2,96.22279358,106.6735229,9171143,19456334,6.868826371,.360410005,,22.014,639,75,-603863145,35.13683324,4.999239922,47200000000000,496299256,.95626688,.590294063,.161427185,.889890671,.936240256,.957422435,136.572,36100000000000,12.81689304,50.36260542,64.87740632000001,.865,9990.879999999999,12724.9563,643,60.41748563,69.98728457999999,42.13712516,69.12804713,100,55.065615,51.63617,73.24735333,32.47395234,46.5193216,47.41810155,42.51268281,84.241134,80.63032457,,,,,46.67123390238826,288,59.463329,32.924324,1.9208148,.15233952,Chile,.0056163287,.85846668,63.376907,.0048214309
CHL,Chile,2022,203000000000000,1400540500,93.5,99.33728026999999,106.0683289,9670728,19553036,7.560157387,,,22.7902,,74,-4717296726,33.9989519,,49400000000000,513100659,.968124032,.5462182759999999,.132084325,.688454449,.978411138,.976769388,135.114,24700000000000,10.81809674,47.34250953,75.20161774,.869,9057.77,11563.26823,607,62.51743318,71.27418213999999,39.31002131,76.96809609,100,57.92390876,66.00994,61.16287978,31.1655976,38.02253172,48.74193462,78.968,73.98741667,77.95,.8377,.8853,.828,.7999000000000001,46.70509369030293,208,72.988449,32.944225,1.8292215,.17753799,Chile,.0040508015,1.7366601,76.477707,.0070348657
CHL,Chile,2023,205000000000000,1841775193,94.5,,,9991796,19658835,6.587771699,,,22.9954,,71,-9612337149,33.27847512,,49300000000000,601371093,.96860379,.717555761,.136159942,.625093758,.925731719,1.017949224,135.871,30100000000000,,48.61543698,60.72472369,.878,,12299.96589,,61.94839002,74.56044472000001,40.90759979,70.37712556,100,71.566,66.02,60.65577888,34.71854948,38.55926999,49.44497991,58.968,74.70837667000001,77.455,,,,,49.10174772848067,379,66.56546,32.954033,1.8711532,.14220399,Chile,.0073971157,1.0810089,66.838188,.0079963477
CHL,Chile,2024,210000000000000,,,,,10088445,19764771,7.714959659,,,,,71,-8929504285,32.62494184,,48600000000000,677077571,,,,,,,,32200000000000,,47.69726836,63.85985725,,,11912.60956,,63.19327114,70.75322887,44.11334081,74.71324374,100,83.84468047,46.10597107,53.06226396,31.90575267,50.69566413,49.73860565,48.26025701,83.17804781,92.7014264,.88266,.84129,.86119,.94553,47.6264375990655,183,59.181427,32.97813,,.14985597,Chile,.003561574,1.0165457,65.719154,.0036205025
CHN,China,2019,101000000000000,715000000000,64.09999999999999,57.27544022,,775928449,1407745000,1.315506507,2.244630098,,31.5611,1484,58,-50259822365,54.82,4.059394836,,34947506467,-.312614381,.544862509,-.259780675,-.261681527,-.304319978,-1.626906276,122.67,26400000000000,8.153255979000001,48.48632236,35.19942027,.781,617494.48,729.7386956,61978,,,,,,,,,,,,,,,,,,,61.47737491691536,29933,,32.246143,-.89195365,.079903945,China,.58574194,,,
CHN,China,2020,103000000000000,757000000000,70.09999999999999,62.23677826,,763830073,1411100000,.530000817,2.40666008,.653102636,33.907,1600,60,-99374807720,55.51,4.233381271,,38983783527,-.071028143,.643971682,-.474127859,-.102505103,-.20264338,-1.656358719,120.497,26900000000000,8.583740517000001,50.83128974,34.03895079,.786,672734.7,948.4586493,69728,69.0797888,79.48526511,60.4819369,67.27216439999999,100,85.57794518,77.66833333,54.69478191,59.98919076,59.57379785,61.88282208,69.75371819,57.92777501,74.13500000000001,.7948,.7396,.9059,.7388,66.2491560368197,33180,68.449944,32.265751,-.72084767,.07707157,China,.64928281,.85350806,63.840748,.55416811
CHN,China,2021,112000000000000,936000000000,73.09999999999999,67.38761902,,781187865,1412360000,4.473861321,2.432600021,,37.5612,1686,58,-165000000000,54.79504992,3.988325119,,50717900561,.030233584,.807911634,-.516462862,.010268886,-.332243532,-1.641274571,121.492,28000000000000,,51.43671692,36.52069118,.794,766200.41,1083.911326,90630,74.42075762,83.78729010000001,61.32953978,78.14544298,100,88.010445,76.22246875,70.91624667000001,61.41940369,64.1785296,58.39068603,81.42393276,76.42788692000001,76.58450927,,,,,71.10715845728346,47720,78.024765,32.349522,-.62012655,.083128795,China,.93381733,1.9068242,78.925911,1.7806255
CHN,China,2022,116000000000000,924000000000,75.59999999999999,71.98155212,,770113477,1412175000,1.934274078,2.555180073,,41.3736,1849,48,19846371667,55.26319926,4.023569584,,55893716413,.016063672,.494212538,-.45127672,-.042176291,-.418417633,-1.60137105,124.195,28600000000000,,51.08881731,37.44071988,.796,898949.09,1317.312656,111051,70.83634173999999,78.75335119,59.84129666,73.91437736,100,73.86205097,82.28366667,58.86768712,57.36487627,66.45875116000001,55.70026256,82.248,62.55814133,76.94,.8119,.7429,.8875999999999999,.805,68.07119715923072,51102,75.696602,32.384613,-.78625113,.085374326,China,1,1.4432141,72.403069,1.4432141
CHN,China,2023,122000000000000,825000000000,77.5,74.82360077,,774607590,1410710000,-.505704539,,,44.7289,,48,174000000000,55.31412418,,,57967257522,-.005370105,.679014027,-.513097048,-.040129971,-.356507808,-1.504554152,128.247,28900000000000,,51.01007809,36.10519237,.797,,1508.370962,,70.94344937,77.31729699,60.75880711,74.75424402,100,70.386,82.28666667,56.59652127,57.24815484,70.08047884,54.94778765,76.89282079,60.23991128,87.13,,,,,68.76804301009447,49063,73.139801,32.435043,-.67184693,.082114682,China,.96009862,1.1786337,68.566368,1.1316046
CHN,China,2024,128000000000000,,,,,773879678,1408975000,-.70720001,,,,,48,154000000000,56.32273002,,,65033312106,,,,,,,,30300000000000,,52.84962458,37.19842014,,,1413.321031,,72.0098981,72.89843786,62.95301811,80.17823832000001,100,68.96736758999999,61.40440883,61.22197501,56.64317832,80.53849887,51.67737713,79.84257585,65.07234496,95.61979416,.8718399999999999,.79023,.92576,.89954,75.00050437341601,31050,68.773109,32.483051,,.084782943,China,.60760063,1.4504119,72.457458,.88127118
COL,Colombia,2019,881000000000000,753154204,65,56.66630173,101.9893494,25000012,49907985,4.002620543,.32201001,,13.9253,,67,-10835657540,33,,192000000000000,527338428,-.283615679,.032715105,-.979486108,-.391183972,.317910939,.204583406,132.811,166000000000000,2.112915355,46.66198164,37.55853398,.777,8752.82,787.4090689,738,,,,,,,,,,,,,,,,,,,37.54092650757862,340,,34.412079,-.45984167,.085661873,Colombia,.0066339211,,,
COL,Colombia,2020,818000000000000,689647169,69.8,55.73310852,101.4994507,25151123,50629997,1.48172462,.289400011,.604330301,15.3363,,69,-5725176361,43.67,,147000000000000,534428741,-.252498597,.008475319,-.70115006,-.491402626,.225666419,.143006012,133.661,208000000000000,1.932020391,47.40151046,34.05557097,.764,9599.780000000001,407.7819716,872,51.26209685,61.76943115,33.06706399,58.94979542,100,49.37078909,54.41,43.29693549,12.15556714,39.51546948,47.53015534,44.86507794,72.48430833,59.5,.7164,.7723,.7647,.6122,35.0606295489268,380,57.253128,34.337883,-.45854983,.077112138,Colombia,.0074166846,.52181441,58.674694,.0038701328
COL,Colombia,2021,906000000000000,735066988,73,58.31592178,102.987999,25915910,51188173,7.802113095,,,16.4768,,68,-6380521503,31.71729778,,171000000000000,658266052,-.365944803,-.04782765,-.954574347,-.470828503,.202144697,.094030172,146.628,241000000000000,2.183906913,48.72141742,40.05914639,.762,10300.11,646.0672078,867,58.91032079,73.03005438,34.65873328,69.04217471,100,76.17579000000001,52.8778775,63.06655,18.44246336,44.76631493,40.76742154,56.98051955,77.37667399999999,72.76933056,,,,,35.24613453988096,316,62.41169,34.44006,-.65185392,.091765165,Colombia,.006164263,1.1079048,67.178596,.0068294164
COL,Colombia,2022,973000000000000,885893553,72.8,59.29013824,101.5737762,25830229,51737944,14.92503668,,,17.0075,,65,-13798720625,29.21928679,,191000000000000,1602787482,-.362088114,.01379638,-.629958332,-.427760243,.140449166,.16868718,156.195,252000000000000,2.264709675,46.59929981,48.28265511,.782,9683.4,669.6439271,798,59.37944898,74.27162593,35.05240683,68.81431419,100,71.33949158,67.71278332999999,58.0342288,20.94329187,37.10881416,47.10511447,69.834,61.19308333,75.42,.7261,.7867,.7418,.6498,44.00504204842031,269,66.24662,34.511406,-.47446764,.11183643,Colombia,.0052445158,.97199667,65.513542,.0050976519
COL,Colombia,2023,980000000000000,873209016,77.3,,,26490194,52321152,6.952362321,,,17.037,,63,-15524906020,29.44875763,,167000000000000,1758225469,-.309191287,-.07587792,-.71731323,-.458272934,.101034269,.20521374,166.98,218000000000000,,46.59954199,40.38813249,.788,,1109.111665,,57.85276011,74.97882258,35.27909665,63.30036111,100,73.98399999999999,67.73333332999999,58.19795699,21.29245811,38.27319275,46.27163909,49.834,62.64708333,77.42,,,,,47.07707964825931,367,60.071472,34.518574,-.54230905,.092568129,Colombia,.0071622864,.3423315,56.240543,.0024518762
COL,Colombia,2024,997000000000000,,,,,26821693,52886363,5.776501283,,,,,59,-9623205709,29.18214145,,172000000000000,1995346147,,,,,,,,274000000000000,,45.53078193,36.88869316,,,1126.207147,,59.33330773,71.95600813999999,38.99648719,67.04742787000001,100,74.95060726,52.97923778,59.89418751,20.37424407,46.42259461,50.19262288,35.91044111,82.52615054,82.70569197,.7793,.7793099999999999,.7521,.80654,44.5471517648969,159,57.138611,34.53577,,.084026985,Colombia,.003091916,.57279575,59.218296,.0017710363
COM,Comoros,2019,504000000000,831114,16.4,,,234738,786578,2.330654956,,,.162476,,55,-4300804,,,66935000000,17249429,-1.058385015,-1.753310442,-.176797673,-1.157226324,-1.19900012,-.707425773,73.1292,82699380016,.184119167,37.45272745,42.26807854,.589,3.79,7.627978408,,,,,,,,,,,,,,,,,,,,24.24729241877256,,,26.945843,-2.6464138,.09715654,Comoros,,,,
COM,Comoros,2020,524000000000,38577,22.4,,,242808,802163,-3.396476277,,.404688299,.1481,,54,-3875846,,2.378050804,56561000000,17951526,-1.209177613,-1.643052816,-.287384897,-1.276969671,-1.258211136,-.762464702,97.43389999999999,108000000000,.542194674,38.55023433,33.72993462,.592,3.51,9.973035405999999,1,27.59246509,22.84505846,22.51329163,37.41904517,0,34.33779136,28.95113095,28.09131153,8.874067781999999,31.58218608,27.08362104,30.47375197,26.16415278,55.61923077,.2799,.4652,.1235,.2511,23.70957098933201,,28.529678,26.984758,-2.8082278,.076317348,Comoros,,-1.6103963,28.318953,
COM,Comoros,2021,538000000000,28418,30.7,,,253795,818174,-.311729459,,,.150457,,56,-4024772,,2.274853945,63535000000,7428433,-1.310240626,-1.813842893,-.227990642,-1.257843375,-1.271066189,-.725413263,104.311,120000000000,.67389586,38.09464338,42.06772365,.594,4.82,18.33350852,,,,,,,,,,,,,,,,,,,,29.6571414102828,,,27.011124,-2.8873248,.096667536,Comoros,,,,
COM,Comoros,2022,554000000000,,32.8,,,262624,834188,7.597575025,,,.219375,,50,-4128667,,2.431644201,70881000000,11847574,-1.244991899,-1.683056712,-.226411358,-1.314604878,-1.200538039,-.8513242600000001,100.549,108000000000,.702290835,35.27339772,50.38877049,.602,3.74,26.3729519,,23.81933921,16.37579986,19.93367545,35.14854233,0,15.04496306,21.94389976,28.51433664,11.95754091,22.07902402,25.76446141,19.28355844,30.96540756,55.2,.2778,.471,.0326,.33,20.51783037713342,,24.064289,27.04043,-2.8442502,.11697686,Comoros,,-1.8213363,25.124483,
COM,Comoros,2023,571000000000,,35.7,,55.19319737,268470,850387,5.644134766,,,.387941,,54,-5352755,,,73113941717,13602460,-.990109265,-1.535102248,-.226316765,-1.341284752,-1.238432407,-.808809578,109.856,121000000000,,35.05743078,45.68377892,.603,,18.81496307,,22.61922755,15.8680246,20.65962344,31.33003462,0,12.464,21.57625,29.43184842,12.37134684,30.02334797,19.58417551,18.96914773,31.45595614,43.565,,,,,27.5849833195984,,24.000452,27.070656,-2.6798325,.1054933,Comoros,,-1.8146554,25.212551,
COM,Comoros,2024,590000000000,,,,,276379,866628,4.433763285,,,,,52,14,,,75562734024,,,,,,,,,,,35.79587652,44.37317676,,,16.1545669,,26.64694936,17.22351605,23.74953795,38.96779408,0,18.25565113,19.26951903,31.36889403,11.97147355,34.12347966,25.15366064,21.36914771,48.3061407,47.22809382,.25862,.39916,.02299,.35368,22.6709201170673,,29.64827,27.103388,,.10229449,Comoros,,-1.1355764,34.837643,
COD,Congo,2024,17300000000000,,,,,38546033,109276265,14.31285623,,,,,48,1056,,,31200000000000,,,,,,,,,,,,97.49464705,,,9.66358065,,25.11623832,22.4009496,22.70723092,30.24053445,0,33.9878642,22.80606946,32.80986474,11.02750693,36.72459478,20.36959106,19.84714771,19.30680053,51.56765511,.27149,.44867,.20671,.15906,21.5945607194898,1,20.653339,30.481728,,.23194897,Congo,0,-2.2154343,19.576975,0
CRI,Costa Rica,2019,36100000000000,1154574074,81.2,54.71897125,137.0163269,2534006,4999553,2.566792117,,,18.0963,,65,-2695142885,36.13,6.738080025,5830000000000,1239166298,.626857102,.347661406,.430319965,.529464185,.544661999,1.094272375,146.212,3350000000000,4.691136616,48.80359571,65.76053002,.821,631.9400000000001,1322.918269,82,,,,,,,,,,,,,,,,,,,44.9041952847033,58,,31.217314,1.4920633,.15449497,Costa Rica,.0011154381,,,
CRI,Costa Rica,2020,34600000000000,1038666681,80.5,,135.9000397,2419014,5034320,.772593247,.33002001,.628635049,19.7191,372,66,-1644265639,41.4,6.62898016,5630000000000,1364874591,.661411285,.196500391,.746818066,.498832434,.477579594,1.120298505,149.223,3750000000000,3.594930711,52.60148607,60.13988625,.819,702.29,1335.234947,79,42.55168296,33.47470202,32.27442903,61.90591782,0,41.38602426,46.58666667,45.92611715,21.24630025,43.68613164,31.8908552,51.72581177,68.45194168,65.54000000000001,.7576000000000001,.8428,.6824,.7475000000000001,42.84846367653238,34,55.588139,31.174875,1.5302868,.14077657,Costa Rica,.00064577995,.61254793,60.088879,.00039557117
CRI,Costa Rica,2021,37300000000000,1457228331,82.7,,141.202713,2490873,5059988,2.374130826,.273849994,,20.9243,407,64,-3146180283,34.48068589,6.248419762,6070000000000,1510976369,.470307708,.222867385,.860422552,.423667222,.438738018,1.080308795,154.831,3940000000000,5.053246296,52.39149637,70.7816423,.8169999999999999,753.03,1720.952698,71,46.18967035,40.63989583,34.56711652,63.3619987,0,52.723525,46.003895,63.83216333,27.3101434,44.80273585,31.5884703,41.97833353,69.48983800000001,78.61782457,,,,,45.25238585183308,47,52.490688,31.250015,1.4363046,.16675009,Costa Rica,.0009001781,.31733754,55.734085,.0002856603
CRI,Costa Rica,2022,39000000000000,2066890450,82.59999999999999,,133.1591644,2504874,5081765,6.280385137,.337889999,,21.7576,462,65,-3060056477,28.66854214,,6160000000000,1868132257,.465857774,.052602667,.9565964340000001,.435932785,.567061722,1.073407769,154.989,4490000000000,5.801103813,49.92611318,82.22753254,.823,711.36,1892.846285,85,44.96926052,40.3749866,33.02285101,61.50994396,0,56.54442238,56.15604333,48.7994807,26.7478699,30.62851525,41.69216788,33.90766667,69.81558333,80.81,.7659,.8593,.6812,.7572,39.33557478043603,22,53.293098,31.294582,1.4555135,.19468626,Costa Rica,.00041095086,.053994536,51.861626,.0000221891
CRI,Costa Rica,2023,41000000000000,2809087758,85.40000000000001,,,2340587,5105525,-.087922597,,,22.5231,,66,-3700614748,27.85378811,,6690000000000,2130558053,.653749406,.260196477,.984186828,.389316648,.543547571,1.069906354,145.789,6470000000000,,49.34466449,72.47199908,.833,,1956.703767,,49.12279778,53.40935286,33.20184604,60.75719444,50,60.05,56.17,47.41741143,27.93706415,37.27744608,34.39102788,33.76933333,70.20558333,78.29666666999999,,,,,39.86660419223611,41,53.381638,31.344593,1.6072785,.17087577,Costa Rica,.00078276353,.063108221,51.987457,.000049398812
CRI,Costa Rica,2024,42800000000000,,,,,2357187,5129910,.047106447,,,,,68,-4275037259,28.33390096,,6980000000000,2387424580,,,,,,,,6610000000000,,49.57671674,71.33101377,,,1999.840153,,56.85007591,68.45779037,34.73770853,67.35472884000001,100,83.48130678,43.13315549,47.2166992,26.08160292,41.31704026,36.81448242,37.41228591,78.67472479,85.97717581000001,.80089,.78766,.7216900000000001,.89327,43.7044581247181,6,53.073387,31.38756,,.16809094,Costa Rica,.000097845441,.48741734,58.043507,.000047691563
CIV,Cote d'Ivoire,2019,34900000000000,141805000,36.3,9.912610054,52.21115112,10522774,28193009,1.983352493,,,.768712,,62,-739662848,25.55,3.413069963,8070000000000,154647614,-.563736856,-.559171677,-1.036496758,-.610495508,-.300067455,-.249043196,132.574,2500000000000,.802646675,42.76470931,44.66041058,.552,241.19,40.61290514,10,,,,,,,,,,,,,,,,,,,25.44043321299639,,,31.183508,-1.4145386,.10299554,Cote d'Ivoire,,,,
CIV,Cote d'Ivoire,2020,35100000000000,56250897,36,9.776980399999999,54.65253067,10870521,28915449,1.828383094,,.379889339,.903911,,60,-711587318,31.31,3.786740065,8370000000000,118409116,-.551726758,-.53914851,-1.033219695,-.656908572,-.381347746,-.530299067,138.664,3220000000000,.749627203,45.27888287,41.94263182,.553,249.23,51.63329817,17,,,,,,,,,,,,,,,.4457,.3808,.4529,.5034,29.63488530672125,,,31.189222,-1.5655606,.096362218,Cote d'Ivoire,,,,
CIV,Cote d'Ivoire,2021,37600000000000,56851004,36,10.23180008,57.2815094,11440310,29639736,3.930131375,,,1.13038,,62,-1107222121,21.0002495,3.327189922,9620000000000,125777587,-.39522925,-.536951482,-.71501565,-.661023557,-.268797159,-.458948493,150.344,4160000000000,.718535161,45.22977461,45.11403278,.5570000000000001,334.45,56.44449735,18,,,,,,,,,,,,,,,,,,,27.59987011134418,,,31.258024,-1.2969838,.10410271,Cote d'Ivoire,,,,
CIV,Cote d'Ivoire,2022,40000000000000,58387740,38.4,10.62609005,55.06694031,11882499,30395002,3.000000629,,,1.25179,,62,-1431624507,17.83371342,3.511970043,10900000000000,82622314,-.33870557,-.333772421,-.587266505,-.474018246,-.152012959,-.393042326,161.232,3910000000000,1.20473299,41.47401773,52.86639104,.5649999999999999,297.65,65.83319192,22,,,,,,,,,,,,,,,.5467,.5748,.5467,.5185999999999999,25.37624365059133,,,31.319901,-.97021687,.12302402,Cote d'Ivoire,,,,
CIV,Cote d'Ivoire,2023,42600000000000,110019023,40.7,11.1203804,66.02767944,12216126,31165654,2.551365401,,,1.36337,,60,1977,18.18585086,3.429929972,11800000000000,,-.313007414,-.359512031,-.631788194,-.461197138,-.116081379,-.375480622,171.989,2650000000000,,41.11920045,52.00345487,.582,,63.43521622,,,,,,,,,,,,,,,,,,,,32.97584006575954,,,31.382875,-.95938963,.12091784,Cote d'Ivoire,,,,
CIV,Cote d'Ivoire,2024,45100000000000,,,,,12594667,31934230,2.55,,,,,58,1940,17.49195265,,13100000000000,,,,,,,,,4370000000000,,,54.66692798,,,60.74985995,,,,,,,,,,,,,,,,.55868,.48484,.52194,.66926,19.55921686726411,,,31.439903,,.12741862,Cote d'Ivoire,,,,
HRV,Croatia,2019,56499225700,952468476,79.09999999999999,74.05011749000001,105.1359787,1721494,3949390,1.988381833,1.070269942,,28.9683,2204,61,-3879326534,37.82,3.920079947,12435971900,984278602,.052447699,.456785351,.6855106949999999,.348268539,.552517653,.454173118,110.494,18503828207,5.567072514,54.22586103,101.3820133,.872,4751.25,23423.11091,330,,,,,,,,,,,,,,,,,,,48.53610108303249,153,,24.757492,1.0615827,.24143694,Croatia,.0029745016,,,
HRV,Croatia,2020,51803212000,1084083418,78.3,74.73803710999999,105.5854187,1708121,3914206,.803359808,1.229889989,.709693968,26.0745,2295,62,-1029873149,46.3,4.389019966,11656261200,1093513349,.177110493,.424775809,.607283235,.236185566,.362314552,.579596341,110.666,16643515931,4.437935251,57.1801123,89.5334538,.867,5066.8,23114.26634,424,48.6147736,45.92026076,32.70730148,67.21675857,50,53.16042718,40.94666667,39.57394919,20.9722757,37.2841118,39.86551696,49.81735906,67.44791666,84.38500000000001,.7745,.8414,.7529,.7292999999999999,50.91241219816306,179,52.737312,24.670717,.98546571,.21251795,Croatia,.0034832978,.51195282,58.632637,.0017832841
HRV,Croatia,2021,58346838500,1330725251,81.3,78.00679015999999,105.8763428,1724158,3878981,2.08111753,1.231240034,,26.7158,2414,64,-3944547352,37.26847673,4.056660175,12220591500,1297146148,.037536457,.552374601,.621595681,.275418937,.493546575,.601495922,112.169,21337115045,5.532303106,55.11763639,102.3084308,.876,5782.73,25479.37203,489,52.29801885,48.70074347,36.48164072,71.71167234000001,50,55.2929275,41.0537375,48.45630889,26.00055112,43.19512308,40.24924796,60.00339426,77.97858954,77.15303323000001,,,,,49.10451649015076,134,59.678574,24.789671,1.0709383,.24369806,Croatia,.0026026887,1.2322029,68.99099,.0032070405
HRV,Croatia,2022,62599119000,1736046687,82.09999999999999,80.76267242,105.5777969,1740579,3855641,8.012806698,1.403229952,,27.6607,2534,68,-4326432331,35.60324384,,13487902200,1491529170,.147807404,.58131361,.672563255,.367797107,.502549887,.616291225,114.677,27781222378,6.249527989,53.39035811,125.2138576,.886,5711.14,29826.94706,522,48.58505521,40.70324542,36.12006008,68.93186012,0,56.67370832,60.88303333,45.25624005,26.21444751,38.23271732,43.91301539,75.70266667,57.57764663,73.52,.8106,.85,.8108,.7711,45.78572474433031,352,64.721115,24.860018,1.2034645,.29960373,Croatia,.0068687503,1.04372,66.64016,.007169052
HRV,Croatia,2023,64666483000,1738860511,83.2,,,1731721,3859686,11.74033063,,,28.471,,66,-1974708023,37.07058307,,14855965500,1868304060,.181928679,.712653697,.59771204,.360605568,.643900275,.569745064,117.113,24601864357,,52.90814589,107.7009194,.889,,29421.56434,,49.34199305,42.25299153,39.3484966,66.424491,0,62.946,60.88333333,45.18263279,26.43442558,43.56736289,48.04370133,55.79810526,57.88852564,85.58684211000001,,,,,46.36904878062524,408,58.189987,24.892509,1.2879919,.2568596,Croatia,.0079646194,.37678218,56.843315,.0030009267
HRV,Croatia,2024,67133473900,,,,,1733415,3866300,5.500025609,,,,,67,-1877761691,36.33685381,,16326271600,1897379560,,,,,,,,21733574182,,52.18443401,102.7162187,,,29457.87963,,51.62288743,40.86261266,39.72296473,74.28308490000001,0,63.87893804,49.27858904,50.29292355,25.41347972,46.19545765,47.55995681,59.84350698,67.95373821,95.05200951,.88175,.85376,.87347,.91799,54.3479240646801,74,59.025276,24.929949,,.24469335,Croatia,.0014285435,.87137914,63.898624,.001244803
CUB,Cuba,2019,56931700000,67288048,68,43.99377823,101.0894623,5122393,11202846,3.544742994,.5530800219999999,,1.63112,2137,28,401,,9.046969413999999,8592000000,,.014878592,-.177879781,.610500574,-.340494514,-1.505015373,-1.439603329,53.9383,,,42.9906411,22.82089114,.769,1115.94,35.7944758,116,,,,,,,,,,,,,,,,,,,40.98042461129428,57,,24.765118,-1.2202382,.049691457,Cuba,.001095869,,,
CUB,Cuba,2020,50698200000,17896042,71.09999999999999,45.92990875,102.0379562,4836553,11176354,16.55596262,.518379986,,2.07272,2122,27,775,,,8260000000,,-.153954476,-.203988671,.5961467620000001,-.285385042,-1.530463457,-1.418159366,59.6059,,,45.61300662,15.68255027,.762,1366.16,69.34282862000001,100,30.65408641,22.39284983,25.71316215,43.85624724,0,21.21539037,29.80666667,38.54934229,10.00464019,35.9433876,31.19145866,28.66052676,41.50571496,61.4025,.4439,.8215,.2588,.2514,39.25201575630943,41,33.324303,24.649157,-1.288596,.032268789,Cuba,.00078276353,-1.1283017,35.083122,-.00088319345
CUB,Cuba,2021,51333800000,222790197,67.59999999999999,51.07854843,99.63522338999999,4841907,11122168,401.5911913,.322820008,,2.67323,2100,28,1209,,9.38586235,8268000000,,-.033175822,-.249761373,.39279601,-.419912159,-1.454427838,-1.421977043,63.8661,,,43.39417081,80.02390316,.745,1532.31,108.7018286,129,30.37906954,20.75486435,29.67096768,40.71137658,0,23.92210269,32.79461933,26.30273538,21.7118183,42.11602143,25.18506332,24.69098381,27.87001536,69.57313056,,,,,36.365297702686,43,28.451874,24.661615,-1.3651503,.18930782,Cuba,.00082190172,-1.7468876,26.2805,-.0014357698
CUB,Cuba,2022,52245000000,13311229,68.3,41.4838562,103.6705399,4939595,11059820,14.0922347,.360119998,,2.892,2079,30,1563,,,7792000000,,-.069265679,-.350906134,.491417795,-.461449683,-1.381859422,-1.339312434,68.718,,,41.75156703,93.86077559,.764,1237.5,141.3223723,90,31.5867537,24.36882628,27.04447266,43.34696216,0,23.43732998,28.004455,46.03352016,21.45280626,32.44499255,27.23561917,21.16366667,39.47089411,69.41,.4945,.8384,.2789,.3663,37.36569213265621,56,29.546339,24.679211,-1.3421352,.22307973,Cuba,.0010762999,-1.4557819,30.31728,-.001566858
CUB,Cuba,2023,51237000000,,71.3,48.94345856,95.4401474,4897311,11019931,40.00070866,,,2.97118,1968,24,1866,,,7970000000,,-.05509086,-.475527823,.384215951,-.453039199,-1.501361966,-1.248908997,69.57680000000001,,,41.64116521,108.1353237,.762,,169.3295539,,35.52053817,35.32477317,27.08680364,44.15003771,50,20.872,26.73666667,43.69042599,21.53887493,35.66766946,24.05386652,20.79046154,40.12112217,71.53852941,,,,,40.0814181932454,23,29.216084,24.659727,-1.4464883,.25791985,Cuba,.00043051995,-1.4454432,30.455791,-.00062229211
CYP,Cyprus,2019,23400855000,92911879,86.09999999999999,88.48532867,100.8504333,715161,1286671,1.350086437,.709450006,,36.7753,1658,68,-1813066213,48.34,5.212600231,4372197000,3069062220,.598950326,.955758095,.544598222,.726727247,.999724805,1.0466398,139.994,17636471497,14.83215331,45.83753805,150.5061696,.907,1351.09,7658.52343,264,,,,,,,,,,,,,,,,,,,46.60830324909747,121,,23.876038,2.0654018,.3613351,Cyprus,.0023482908,,,
CYP,Cyprus,2020,22647200000,62939856,90.8,92.9377594,101.4274063,719491,1302247,-1.207924352,.836539984,.755520225,37.0625,1740,70,-22149474239,53.17,5.636940002,4632413000,4292923370,.349943221,.839448512,.288777649,.547239065,.993247628,.902293324,138.388,18292583406,12.78853163,47.56111039,160.6687165,.905,1466.69,23168.41582,323,54.08177063,53.0323442,35.47504475,73.73792293,50,52.1609736,54.16666667,55.80173654,28.33275437,39.6805579,38.41182199,54.84509792,80.63367085,85.735,.8731,.8429,.8706,.9056999999999999,48.22320457791666,137,63.215145,23.843302,1.6646961,.38613901,Cyprus,.0026613961,1.1506308,67.739388,.0030622843
