country_name,country_code,year,gdp,htexp,inet,terenr,secenr,labor,pop,infl,rdexp,hci,broad,rdrate,eco_fre,fdi,gii,eduexp,gfcf,ictexp,cc,ge,pv,rl,rq,va,mobile,nfa,nbden,suscom,trade,hdi,sciart,secsvr,ai_art
Barbados,BRB,2002,9884141500,,27.8,,106.5387192,143924,264148,0.907855778,,,,,74,-203366754,,5.880620003,,44792000,1.485193968,1.367723227,1.097199082,1.493938923,1.082827806,1.231308818,36.7949,1763039324,,,,0.767,38,,
Brunei Darussalam,BRN,2002,18576354729,,15.3,13.07991028,71.91152954,165377,340099,-0.13538415,0.01592,,0.810646,294,,-229671956,,,4139185500,2966928,0.291513354,0.845220685,1.155532122,0.480448902,1.051712155,-0.833585382,45.1771,5112082382,,,93.21618142,0.798,24.27,,
Botswana,BWA,2002,1.02E+11,,3.39,7.639070034,74.26954651,647894,1744763,1.187370696,,,,,66,-365114185,,,13251696200,5630400,0.624537587,0.536757171,0.873264432,0.559019983,0.900155962,0.666893184,19.0435,31024764552,,,91.83577406,0.594,121.09,,
Canada,CAN,2002,1.68E+12,,61.6,58.41500092,,16941931,31359199,1.257523455,1.971709967,,11.1461,3695,75,4749229278,,4.993080139,3.55E+11,4066324462,1.982231498,1.860855937,1.218031764,1.661396027,1.53391695,1.499053836,37.6464,4899535000,,,75.70703208,0.899,36459.85,,
Chile,CHL,2002,1.02E+14,,22.1,40.26649857,89.42163849,6411103,15857925,3.340660372,,,1.18839,,78,-2206769653,,4.048810005,1.66E+13,224699000,1.479165316,1.078486919,1.088796377,1.257240057,1.318496346,1.087187409,39.3766,1.00E+13,,,62.4838519,0.784,2060.22,,
China,CHN,2002,2.32E+13,,4.6,11.71570969,62.84917068,725938760,1280400000,0.642696006,1.057860017,,0.256319,632,53,-46789569179,,,,1188274444,-0.557897568,-0.123097204,-0.327627182,-0.517029762,-0.582765877,-1.594193101,16.0083,3.17E+12,,,42.19444234,0.619,75171.18,,
Cameroon,CMR,2002,1.11E+13,,0.361,5.123419762,28.74719048,7147077,15725528,2.77449285,,,,,53,-637873235,,,1.82E+12,25469026,-1.209111929,-0.911196768,-0.67726481,-1.265375614,-1.02413702,-1.097048998,4.46094,2.83E+11,,,48.48172273,0.458,191.66,,
Aruba,ABW,2009,4610971000,1082577,58,33.98854828,99.51838684,,101604,1.703280448,,,18.9851,,,12122905,,5.797399998,,15586592,1.109147549,1.496656418,1.121554255,1.426206708,1.28930068,1.252343535,129.26,1576887000,,,137.5565759,,,,
"Congo, Rep.",COG,2002,3.12E+12,,0.157,3.769589901,36.58237839,1327271,3350771,-1.73892756,,,,,,-328526243,,3.208319902,6.78E+11,3753712,-1.009017944,-1.265289545,-1.587167978,-1.290985346,-1.000559449,-0.91310972,6.61937,29269438052,,,135.4560711,0.552,23.93,,
Colombia,COL,2002,4.49E+14,,4.6,26.51309967,78.15519714,18340323,40324680,5.968190572,0.155589998,,0.0865177,,64,-1276872386,,,6.14E+13,147595371,-0.264330655,-0.487907588,-1.956714392,-0.749073088,-0.023263086,-0.416357487,11.399,2.55E+13,,,32.98263921,0.684,680.85,,
Cabo Verde,CPV,2002,98763325700,,3.52,3.432909966,65.91545105,161946,467046,-0.363208871,,,,129,58,-14788931,,7.876820087,,12776399,0.495939344,-0.270427465,0.72962153,0.267433614,-0.259639919,0.691441357,9.19588,11070640275,,,101.0897023,0.6,0.17,,
Costa Rica,CRI,2002,1.83E+13,,19.9,,67.3254776,1710423,4075705,9.786886283,,,0.220551,,68,-590835690,,5.150440216,3.26E+12,128615156,0.444571555,0.306561232,1.068694472,0.554997206,0.4414334,1.110818624,12.3286,1.81E+11,,,80.41394434,0.73,162.07,,
Cyprus,CYP,2002,15525676000,,28.3,25.1022892,96.91520691,477404,981440,0.296378252,0.27967,,0.823735,617,73,-555395904,,5.581669807,3179460000,126069605,1.126284242,1.295337439,0.199420601,0.989593506,1.193389654,1.117119074,58.5586,,,,123.6413321,0.827,196.94,,
Czechia,CZE,2002,3.81E+12,,23.9,36.88766098,95.28974915,5141940,10196916,2.800276627,1.09818995,,0.149422,1463,,-8285212459,,3.95878005,1.00E+12,291737676,0.358057916,0.921997309,1.044100642,0.859825134,1.11261797,1.016403556,84.0881,9.26E+11,,,90.87927155,0.835,6038.75,,
Germany,DEU,2002,2.86E+12,,48.8,,100.8536072,40394421,82488495,1.499308782,2.436219931,,3.90528,3241,70,-34067396991,,4.163057327,5.65E+11,7042631976,1.888743639,1.660018086,1.09601748,1.634389877,1.510943174,1.414031386,72.0473,4.06E+11,,,58.33256872,0.909,71994.35,,
Djibouti,DJI,2002,,,0.487,0.9375,,166727,795574,,,,0.000754172,,58,-3432346,,8.447600365,,3983772,-0.628373802,-0.764728427,-0.313102961,-0.939510047,-0.669195592,-0.830886364,1.88543,47077587763,,,,0.349,1.28,,
Dominica,DMA,2002,1374860000,,18.4,,112.2250519,,68367,2.567160352,,,3.27351,,,-20302240,,,,1747947,0.850210369,0.834610283,0.547456384,0.809390962,0.939704359,1.109613538,17.8054,191351553,,,,0.724,2,,
Denmark,DNK,2002,1.90E+12,,64.3,64.2234726,125.1056671,2881404,5375931,2.389329037,2.441450119,,8.39473,4759,71,-1781036188,,8.213029861,3.59E+11,,2.310651064,2.024043322,1.52424407,1.882340789,1.711368322,1.532867908,83.2922,75350570419,,,84.48459255,0.902,7190.23,,
Dominican Republic,DOM,2002,1.89E+12,,6.82,,67.81627655,3333649,8852235,6.929468925,,,,,59,-916800000,,1.914010048,4.95E+11,119100000,-0.472972482,-0.38699019,0.118558995,-0.705224693,-0.256923527,0.237251297,19.2111,-9748114268,,,68.7232829,0.668,8.46,,
Ecuador,ECU,2002,57030466000,,4.26,,57.24361038,5554493,13138472,11.48656242,0.058400001,,0.0494654,42,53,-783261010,,,10964732600,97704378,-0.868261039,-0.831196308,-0.759720922,-0.756515443,-0.729014635,-0.04498877,11.8801,1958336766,,,54.79664394,0.698,91.3,,
"Egypt, Arab Rep.",EGY,2002,3.29E+12,,2.72,29.31665039,80.39016724,21097168,76239137,3.165579068,,,0.0668121,,54,-619100000,,4.795883656,6.49E+11,247900000,-0.440157712,-0.446098298,-0.414172113,-0.011468072,-0.456903666,-1.102290034,5.89553,8649484804,,,40.98706783,0.643,3020.31,,
Australia,AUS,2023,2.57E+12,7767880136,97.1,,,14590437,26652777,6.51199895,,,36.6047,,75,-18881404657,49.71186009,,5.98E+11,2482079649,1.781204939,1.589879632,0.917057216,1.523183942,1.942205548,1.50660193,112.513,-5.17E+11,,52.28882897,49.22518406,0.958,,47578.64443,
Australia,AUS,2023,2.57E+12,7767880136,97.1,,,14590437,26652777,6.51199895,,,36.6047,,75,1268103,49.71186009,,5.98E+11,2482079649,1.781204939,1.589879632,0.917057216,1.523183942,1.942205548,1.50660193,112.513,-5.17E+11,,52.28882897,49.22518406,0.958,,47578.64443,
Australia,AUS,2023,2.57E+12,7767880136,97.1,,,14590437,26652777,6.51199895,,,36.6047,,75,47579,49.71186009,,5.98E+11,2482079649,1.781204939,1.589879632,0.917057216,1.523183942,1.942205548,1.50660193,112.513,-5.17E+11,,52.28882897,49.22518406,0.958,,47578.64443,
Estonia,EST,2002,16626946000,,41.5,61.74710083,99.08287048,654871,1379350,4.803878048,0.712029994,,3.37095,2211,78,-152577826,,5.43460989,3486434000,43367684,0.739191175,0.667886496,0.927854419,0.791837811,1.263140082,1.072951317,63.8667,,,,123.2823454,0.813,509.77,,
Aruba,ABW,2010,4484932100,703388,62,35.23363113,96.16240692,,101838,-1.223406551,,,19.1951,,,-184022346,,6.75109005,,22234637,1.121295571,1.246453404,1.100847363,1.416113615,1.344837785,1.281883717,131.65,1472522000,,,135.4646547,,,88.37565545,
Aruba,ABW,2010,4484932100,703388,62,35.23363113,96.16240692,,101838,-1.223406551,,,19.1951,,,9,,6.75109005,,22234637,1.121295571,1.246453404,1.100847363,1.416113615,1.344837785,1.281883717,131.65,1472522000,,,135.4646547,,,88.37565545,
Aruba,ABW,2010,4484932100,703388,62,35.23363113,96.16240692,,101838,-1.223406551,,,19.1951,,,88,,6.75109005,,22234637,1.121295571,1.246453404,1.100847363,1.416113615,1.344837785,1.281883717,131.65,1472522000,,,135.4646547,,,88.37565545,
Finland,FIN,2002,1.96E+11,,62.4,86.7889328,129.4878387,2654217,5200598,0.943133244,3.253079891,,5.25906,,74,-756942688,,6.0167799,45320699000,703788672,2.369009733,2.096402645,1.75318408,1.903888941,1.815653443,1.552903652,86.8519,20859792028,,,69.32093775,0.912,7849.93,,
Fiji,FJI,2002,7172914700,,6.15,,75.69930267,334431,858049,3.266447483,,,,,54,-28952266,,6.275869846,,25235169,0.610876262,0.3014974,0.473941058,0.006907965,0.14991577,0.028650641,10.4773,870662663,,,126.0525791,0.67,37.81,,
France,FRA,2002,2.00E+12,,30.2,50.25168991,103.1863403,27809449,61812142,2.064277923,2.174489975,,2.74337,3101,58,1451944338,,5.780975342,4.22E+11,11648312564,1.191585183,1.544081688,0.924183249,1.212872624,0.975888848,1.154342294,63.96,3.36E+11,,,55.13252485,0.858,51494.97,,
Mexico,MEX,2002,1.77E+13,,11.9,22.31535912,75.14829254,39513494,101548624,5.502324114,0.337449998,,0.227956,309,63,-23196603711,,4.243070126,3.59E+12,876864379,-0.250572264,0.218386546,-0.058308262,-0.349208415,0.438464433,0.346043468,25.5329,3.65E+11,,,45.20982926,0.722,5962.27,,
Austria,AUT,2005,3.31E+11,,58,,100.1994324,4012358,8227829,2.531967847,2.373239994,,14.2663,3471,69,193338846,,5.249370098,78531740000,2243325418,1.912423491,1.679529071,1.103950024,1.847249508,1.604957461,1.378656507,105.296,1.06E+11,,,94.67475478,0.898,9013.02,,
Gabon,GAB,2002,3.67E+12,,1.94,,49.49605942,386800,1345135,0.855807814,,,,,58,-61992441,,,1.00E+12,618375,-0.520378828,-0.282606691,0.410248697,-0.249034658,-0.078409515,-0.526887536,20.7629,19355267177,,,84.75908154,0.661,29.88,,
Austria,AUT,2006,3.42E+11,,63.6,,100.4166794,4078846,8268641,2.04461998,2.359230042,,17.3158,3537,71,5587390966,,5.226520061,79579024000,2986297544,1.904876947,1.827385187,1.07445085,1.899768829,1.644411087,1.372684956,112.226,1.23E+11,0.55624362,,98.78572532,0.902,9235.59,,
Austria,AUT,2007,3.55E+11,16729535708,69.4,63.80212021,100.1025696,4165230,8295487,2.259270888,2.41843009,,19.5493,3824,72,10174118816,,5.146900177,83163080000,3567767446,2.003345251,1.863565922,1.284419298,1.941825628,1.691163898,1.369262457,119.466,1.69E+11,1.201213967,,101.3649584,0.905,9930.95,,
Georgia,GEO,2002,18902000000,,1.59,46.90723038,88.59371948,2040910,3978515,5.91907467,0.185739994,,0.0222877,,57,-156119460,,2.235019922,,16406465,-1.264141917,-0.712642133,-1.192041397,-1.084056258,-0.736232042,-0.505115449,12.2005,-287658511,,,71.62912554,0.719,258.71,,
Austria,AUT,2008,3.60E+11,17673554679,72.9,66.19838715,100.1261292,4207426,8321496,1.933790713,2.569449902,,20.7731,4153,71,21601880265,,5.263959885,84635511000,4165226367,1.828758121,1.771658182,1.339270592,1.910698891,1.60645175,1.35846436,129.949,1.89E+11,1.206714869,,102.7437044,0.907,10426.33,,
Ghana,GHA,2002,57700546600,,0.83,,31.33258057,8971997,20729388,22.81858472,,,,,57,-58930000,,,,,-0.342790067,-0.088578701,-0.159934327,0.023213815,-0.508185565,0.028416518,1.86583,352294465,,,97.48924317,0.493,148.88,,
Mexico,MEX,2003,1.79E+13,,12.9,23.04779053,78.55419159,40580596,102978515,4.279667261,0.374540001,,0.415981,328,65,-16996504829,,4.832620144,3.66E+12,882844096,-0.241587132,0.131819323,-0.116878085,-0.377902716,0.335378051,0.34693712,29.2272,4.50E+11,,,48.70041687,0.728,6705.18,,
Guinea,GIN,2002,3.15E+13,,0.402,,21.38661957,3046057,8674066,0.432772377,,,,,53,-30000000,,1.778970003,,470000,-0.767053604,-0.959807038,-1.421165824,-1.080204725,-1.113725543,-1.263446808,1.04648,65138059183,,,38.02840327,0.377,10.4,,
Austria,AUT,2009,3.47E+11,14165206601,73.5,67.99157715,100.5940933,4248651,8343323,1.739392802,2.596740007,,22.5106,4158,71,1258109966,,5.730249882,78665871000,3883571612,1.6940341,1.662739277,1.190873981,1.777442694,1.450018525,1.392844677,137.015,1.89E+11,1.098368169,,87.6004931,0.907,10977.59,,
Mexico,MEX,2004,1.85E+13,,14.1,23.7031498,79.78270721,41810127,104394131,8.117443128,0.370530009,,1.01278,383,66,-20583663466,,4.512040138,3.90E+12,689721519,-0.389334857,0.075833812,-0.21408245,-0.40991047,0.410247594,0.319827616,36.8327,5.48E+11,,,52.04062003,0.732,7301.35,,
Guinea-Bissau,GNB,2002,4.53E+11,,1.02,,,458986,1289307,3.374383225,,,,,42,-2525150,,,86545503400,2276940,-1.044214368,-1.060361862,-0.726157308,-1.107601404,-0.881491482,-0.658738375,0,48609869385,,,39.67606356,,5.09,,
Austria,AUT,2010,3.53E+11,15801989058,75.2,75.04025269,100.2639694,4265488,8363404,0.891338695,2.726099968,0.737782121,24.5114,4379,72,7679700298,,5.700479984,76720840000,3688627277,1.596122026,1.8125211,1.152648211,1.801202655,1.450515866,1.430290699,146.334,1.80E+11,1.068585825,,99.64488255,0.912,11211.53,690.1496089,
Austria,AUT,2010,3.53E+11,15801989058,75.2,75.04025269,100.2639694,4265488,8363404,0.891338695,2.726099968,0.737782121,24.5114,4379,72,5772,,5.700479984,76720840000,3688627277,1.596122026,1.8125211,1.152648211,1.801202655,1.450515866,1.430290699,146.334,1.80E+11,1.068585825,,99.64488255,0.912,11211.53,690.1496089,
Austria,AUT,2010,3.53E+11,15801989058,75.2,75.04025269,100.2639694,4265488,8363404,0.891338695,2.726099968,0.737782121,24.5114,4379,72,690,,5.700479984,76720840000,3688627277,1.596122026,1.8125211,1.152648211,1.801202655,1.450515866,1.430290699,146.334,1.80E+11,1.068585825,,99.64488255,0.912,11211.53,690.1496089,
Greece,GRC,2002,1.91E+11,,14.7,66.89083862,98.18379974,4692781,10902022,2.953656423,,,,,59,615448853,,3.424309969,40957056000,252431618,0.403180629,0.77604568,0.872591853,0.723845243,0.946032047,1.04801929,85.5282,4402223060,,,50.05333719,0.836,6408.11,,
Grenada,GRD,2002,1595047800,,14.8,,109.3995819,,108404,0.372146666,,,0.519354,,,-81075042,,,,14846296,0.850210369,0.568053842,0.923411608,0.359068334,0.456945926,0.785680056,6.96746,299904677,,,,0.744,1.92,,
Austria,AUT,2011,3.64E+11,17846798301,78.7,77.26251221,99.67295837,4291049,8391643,1.819937438,2.668679953,,24.9926,4431,72,15161341821,50.75,5.592269897,81666506000,4476130944,1.47028935,1.602885246,1.193521619,1.79896307,1.376976848,1.402443647,155.155,1.60E+11,0.961632824,,105.7750984,0.915,11806.83,1068.443927,
Austria,AUT,2011,3.64E+11,17846798301,78.7,77.26251221,99.67295837,4291049,8391643,1.819937438,2.668679953,,24.9926,4431,72,8966,50.75,5.592269897,81666506000,4476130944,1.47028935,1.602885246,1.193521619,1.79896307,1.376976848,1.402443647,155.155,1.60E+11,0.961632824,,105.7750984,0.915,11806.83,1068.443927,
Austria,AUT,2011,3.64E+11,17846798301,78.7,77.26251221,99.67295837,4291049,8391643,1.819937438,2.668679953,,24.9926,4431,72,1068,50.75,5.592269897,81666506000,4476130944,1.47028935,1.602885246,1.193521619,1.79896307,1.376976848,1.402443647,155.155,1.60E+11,0.961632824,,105.7750984,0.915,11806.83,1068.443927,
Guatemala,GTM,2002,2.86E+11,,3.39,9.336070061,35.41197968,4376265,12246915,6.469175065,,,,,62,-110616945,,,57426260400,50363885,-0.660021722,-0.563064635,-0.834293127,-0.990891993,-0.165764809,-0.358615816,12.8774,9146823497,,,67.10481152,0.572,23.92,,
Guyana,GUY,2002,6.12E+11,,1.5,,,273295,763652,2.618751572,,,,,54,-43600000,,8.365539551,,30100000,-0.26159507,-0.17941758,-0.561520338,-0.517882884,-0.346247435,0.542352378,10.3974,26577277154,,,196.7250784,0.58,7.86,,
Austria,AUT,2012,3.66E+11,18475532604,80,79.54712677,100.1087265,4340007,8429991,2.091664765,2.914720058,,25.2645,4721,70,13225677746,53.1,5.480400085,82708111000,5015421887,1.427254438,1.560189724,1.340566874,1.857123733,1.517164707,1.448773026,161.156,1.49E+11,0.99565769,57.6,105.8407914,0.916,12181.72,1613.40623,
Austria,AUT,2012,3.66E+11,18475532604,80,79.54712677,100.1087265,4340007,8429991,2.091664765,2.914720058,,25.2645,4721,70,13601,53.1,5.480400085,82708111000,5015421887,1.427254438,1.560189724,1.340566874,1.857123733,1.517164707,1.448773026,161.156,1.49E+11,0.99565769,57.6,105.8407914,0.916,12181.72,1613.40623,
Austria,AUT,2012,3.66E+11,18475532604,80,79.54712677,100.1087265,4340007,8429991,2.091664765,2.914720058,,25.2645,4721,70,1613,53.1,5.480400085,82708111000,5015421887,1.427254438,1.560189724,1.340566874,1.857123733,1.517164707,1.448773026,161.156,1.49E+11,0.99565769,57.6,105.8407914,0.916,12181.72,1613.40623,
Honduras,HND,2002,1.14E+11,,2.6,,,2532641,6938859,5.131939922,0.041809998,,,,59,-268667835,,,24718300000,108400000,-1.019552112,-0.685433745,-0.252441436,-0.879591942,-0.536085248,-0.162654772,4.7055,30366395706,,,117.9974545,0.564,10.26,,
Austria,AUT,2013,3.65E+11,20793050424,80.6,80.96160126,101.1732101,4382851,8479823,1.708722882,2.954920053,,26.3223,4782,72,12321975622,51.87,5.547110081,83733874000,5777925492,1.537276983,1.571379542,1.364100575,1.83409059,1.482213736,1.456526399,156.483,1.44E+11,1.046682823,56.7,104.985374,0.915,12414.79,1857.468016,
Austria,AUT,2013,3.65E+11,20793050424,80.6,80.96160126,101.1732101,4382851,8479823,1.708722882,2.954920053,,26.3223,4782,72,15751,51.87,5.547110081,83733874000,5777925492,1.537276983,1.571379542,1.364100575,1.83409059,1.482213736,1.456526399,156.483,1.44E+11,1.046682823,56.7,104.985374,0.915,12414.79,1857.468016,
Austria,AUT,2013,3.65E+11,20793050424,80.6,80.96160126,101.1732101,4382851,8479823,1.708722882,2.954920053,,26.3223,4782,72,1857,51.87,5.547110081,83733874000,5777925492,1.537276983,1.571379542,1.364100575,1.83409059,1.482213736,1.456526399,156.483,1.44E+11,1.046682823,56.7,104.985374,0.915,12414.79,1857.468016,
Croatia,HRV,2002,42295484500,,17.8,39.1618309,95.02172852,1859219,4302174,3.840704551,0.940869987,,,1991,51,-411785208,,3.823009968,8428555100,199025142,0.225011632,0.328575701,0.628807724,-0.144792929,0.294281095,0.556711018,53.7092,,,,81.1609978,0.792,2124.29,,
Haiti,HTI,2002,4.69E+11,,0.893,,,3277860,8607641,10.22096986,,,,,48,-5700000,,,62865985900,10300000,-1.506175399,-1.356972814,-1.255857944,-1.713909388,-1.093482494,-1.180776,1.62646,5818221197,,,24.93967848,0.504,6.03,,
Hungary,HUN,2002,3.44E+13,,16.7,47.35742188,99.8345108,4410687,10158608,8.046470277,0.983550012,,1.09936,1474,64,-2470516243,,5.179230213,8.05E+12,324981974,0.574014664,0.991949141,1.260672212,0.868621826,1.259091735,1.15602231,67.9206,5.75E+11,,,118.2693352,0.8,4628.75,,
Mexico,MEX,2005,1.89E+13,,17.2,24.13098907,80.63053894,43213356,105811504,5.884982756,0.381029993,,1.81677,418,65,-19326831128,,4.633950233,4.09E+12,716561634,-0.344179541,0.031416982,-0.445820868,-0.382989526,0.160981357,0.198065519,44.5403,7.08E+11,,,52.56264465,0.736,8304.1,,
Mexico,MEX,2006,1.98E+13,,19.5,24.56896973,82.70139313,44671073,107253666,6.107154359,0.352979988,,2.81575,340,65,-15453052309,,4.493169785,4.48E+12,728882449,-0.325125188,0.050471161,-0.636888444,-0.472546279,0.346685439,0.150474414,51.649,7.91E+11,0.330417519,,54.48211609,0.745,9437.14,,
Indonesia,IDN,2002,4.46E+15,,2.13,14.80152035,58.39960861,102498864,222088495,5.896051693,,,0.0172454,,55,-145085549,,2.645689964,1.18E+15,173570000,-1.137302995,-0.550523043,-1.583244205,-0.91026473,-0.742287338,-0.271903306,5.26817,2.31E+14,,,59.07946177,0.617,386,,
India,IND,2002,4.71E+13,,1.54,10.78454971,49.29732132,427829074,1097600380,3.715683778,0.72566998,,0.00750811,,51,-3947895992,,,1.20E+13,9279016645,-0.55538249,-0.189068422,-1.210664988,-0.017395871,-0.381400049,0.426245898,1.1844,3.34E+12,,,29.50866294,0.516,24313.44,,
Iceland,ISL,2002,1.88E+12,,79.1,52.60911179,113.5195618,169557,287523,5.872137832,2.821199894,,8.4386,,73,250310280,,7.298920155,4.01E+11,,2.194614172,1.956811666,1.620292544,1.859159708,1.505573153,1.472992182,90.5534,-1.61E+11,,,69.43201129,0.917,306.4,,
Israel,ISR,2002,7.49E+11,,17.8,54.9123497,99.26904297,2865370,6570000,4.723436237,4.000639915,,3.62669,,67,-601700000,,6.262819767,1.70E+11,4317400000,1.196318507,1.030793786,-1.462138295,1.069823146,0.919349909,0.589134455,98.6269,78583829704,,,65.47110541,0.846,9681.29,,
Italy,ITA,2002,1.81E+12,,28,56.31539154,98.81388092,23619487,57089824,3.305007625,1.081240058,,1.4803,1243,64,-5733738821,,4.432409763,3.81E+11,2825884567,0.523466825,0.753255427,0.838429809,0.740141988,0.90430069,1.038653016,94.3912,4511215109,,,47.87131868,0.862,39094.52,,
Jamaica,JAM,2002,8.01E+11,,6.1,16.60994911,77.34072113,1177364,2640572,9.083848429,0.060959999,,0.340835,,62,-407200000,,5.375229836,,205240000,-0.511592388,-0.077622436,-0.208229527,-0.344297826,0.235489205,0.597427487,47.148,78147228829,,,81.84675543,0.672,147.92,,
Mexico,MEX,2007,2.03E+13,,20.8,25.14743042,84.08870697,45655255,108774360,6.127792141,0.380389988,,4.14107,351,66,-22688109019,,4.479219913,4.80E+12,920157427,-0.341457367,0.136410132,-0.729851604,-0.542932212,0.368228048,0.121899016,61.1904,9.63E+11,0.386224866,,55.2585244,0.747,9586.6,,
Jordan,JOR,2002,14730535100,,6.03,32.27840042,83.63677216,1304262,5616066,0.924509731,0.336890012,,0.0565698,,66,-224400592,,,,,-0.062323041,0.07888519,-0.456774443,0.061608892,0.024381734,-0.796563566,21.7162,4298386549,,,114.0388578,0.686,589.94,,
Japan,JPN,2002,4.94E+14,,46.6,,,67054919,127445000,-1.390978615,2.965140104,,7.37142,4891,67,19344378431,,3.408989906,1.39E+14,1880585500,0.936939836,1.016847968,1.17602253,1.148551702,0.495340139,1.014470935,63.6299,3.80E+13,,,20.44712207,0.894,98144.51,,
Kazakhstan,KAZ,2002,5.78E+12,,1.67,,,8111230,15656677,5.803224097,0.255089998,,,,52,-2163828560,,3.029700041,1.25E+12,43923708,-1.113584757,-1.074650884,0.358549178,-1.202426076,-0.693716347,-1.072603345,6.5595,-72591024049,,,94.03168565,0.72,230.31,,
Kenya,KEN,2002,3.97E+12,,1.21,2.82814002,41.42853928,12985820,32629808,0.933205556,,,,,58,-20202582,,6.171999931,4.39E+11,13848494,-1.003750563,-0.756493151,-1.18801403,-0.966853559,-0.17692107,-0.679399788,3.63815,1.03E+11,,,55.17267226,0.504,441.14,,
Aruba,ABW,2011,4636040100,1269221,69,37.12929916,95.98023224,,102591,4.005674214,,,,,,-485027933,,5.914669991,,24748603,1.10294652,1.236430407,1.285737753,1.322458386,1.317276955,1.273587823,,1493405000,,,154.4377869,,,126.7167685,
Aruba,ABW,2011,4636040100,1269221,69,37.12929916,95.98023224,,102591,4.005674214,,,,,,13,,5.914669991,,24748603,1.10294652,1.236430407,1.285737753,1.322458386,1.317276955,1.273587823,,1493405000,,,154.4377869,,,126.7167685,
Aruba,ABW,2011,4636040100,1269221,69,37.12929916,95.98023224,,102591,4.005674214,,,,,,127,,5.914669991,,24748603,1.10294652,1.236430407,1.285737753,1.322458386,1.317276955,1.273587823,,1493405000,,,154.4377869,,,126.7167685,
Kyrgyz Republic,KGZ,2002,3.06E+11,,3,43.05461884,80.30854034,2407280,4990704,2.025295592,0.198100001,,0.00070364,,52,-4661964,,4.445459843,,9317951,-1.06477046,-0.563407242,-0.614730597,-0.853914261,-0.140870079,-1.015423298,1.03756,13605321561,,,82.92072902,0.635,29.46,,
Cambodia,KHM,2002,3.36E+13,,0.227,2.55727005,24.69613075,6150602,12855241,1.993077881,0.049800001,,0.000388946,17,61,-139080364,,1.711210012,6.48E+12,30439293,-0.990784228,-0.807996273,-0.722165346,-1.162861705,-0.19533518,-0.740299761,2.95599,3.65E+12,,,118.2695621,0.473,24.24,,
"Korea, Rep.",KOR,2002,1.02E+15,,59.4,80.71604919,97.26629639,23347640,47644736,3.033139646,2.207740068,,21.9993,3008,70,-2037900000,,,3.36E+14,192700000,0.489189267,0.796305239,0.241773605,0.920009971,0.752522349,0.745628059,68.3786,1.25E+14,,,58.3530394,0.846,20023.41,,
Kuwait,KWT,2002,21824400000,,10.2,19.26647949,,995195,2059974,5.148289825,0.180010006,,0.509715,170,65,-80285804,,6.551109791,,,0.98154521,0.067220137,-0.146744311,0.591441989,0.330263942,-0.361814767,59.5639,3172636714,,,81.22519413,0.783,512.71,,
Lao PDR,LAO,2002,3.94E+13,,0.268,4.10284996,38.43048096,1995942,5610889,6.318464741,0.037099998,,,16,37,-4451297,,2.825220108,8.05E+12,8751635,-0.673779786,-0.859748542,-0.103369668,-1.25275147,-1.203962922,-1.738892794,0.983088,2.18E+12,,,67.25490285,0.488,12.29,,
Lebanon,LBN,2002,3.56E+13,,7,33.27560043,,1361897,4463504,4.92118792,,,0,,57,-1335760000,,2.552710056,6.86E+12,59812323,-0.415403098,-0.207287535,-0.354815215,-0.278718442,-0.418498695,-0.662610352,17.3654,1.42E+13,,,51.04253256,,395.95,,
Libya,LBY,2002,84085500000,,2.24,60.76211166,111.4121628,1748740,5508410,27.24730278,,,,,35,-281000000,,,,6000000,-0.944232821,-1.030079365,-0.095380805,-1.143618464,-1.620458484,-1.824064851,1.27078,19029408899,,,78.85975704,0.733,41.14,,
Mexico,MEX,2008,2.04E+13,43764789930,21.7,25.7789402,86.0763092,46418411,110374288,6.310381643,0.424160004,,6.82463,344,66,-29065962047,,4.606090069,5.11E+12,815755485,-0.309849888,0.160689965,-0.804012358,-0.68928355,0.31256935,0.134927571,68.2256,1.38E+12,0.392190746,,56.36528187,0.75,10353.88,,
Mexico,MEX,2014,2.23E+13,61566553721,44.4,31.20528984,97.31968689,51907743,119784261,4.368368917,0.419620007,,10.88,263,67,-22844124015,36.02,5.068089962,5.30E+12,972445637,-0.84301883,0.133970901,-0.853918791,-0.406688005,0.359438211,0.000275322,87.6145,2.84E+12,0.564071687,43.4,64.09840903,0.769,14167.62,41.157327,1009
Mexico,MEX,2014,2.23E+13,61566553721,44.4,31.20528984,97.31968689,51907743,119784261,4.368368917,0.419620007,,10.88,263,67,4930,36.02,5.068089962,5.30E+12,972445637,-0.84301883,0.133970901,-0.853918791,-0.406688005,0.359438211,0.000275322,87.6145,2.84E+12,0.564071687,43.4,64.09840903,0.769,14167.62,41.157327,1009
Mexico,MEX,2014,2.23E+13,61566553721,44.4,31.20528984,97.31968689,51907743,119784261,4.368368917,0.419620007,,10.88,263,67,41,36.02,5.068089962,5.30E+12,972445637,-0.84301883,0.133970901,-0.853918791,-0.406688005,0.359438211,0.000275322,87.6145,2.84E+12,0.564071687,43.4,64.09840903,0.769,14167.62,41.157327,1009
Mexico,MEX,2015,2.29E+13,60222704580,57.4,31.97186089,100.9822693,52800736,121072306,3.225428898,0.414770007,,12.1892,285,66,-25272742284,38.03,5.050879955,5.54E+12,1000713246,-0.888967395,0.117517561,-0.801780105,-0.454765856,0.276325017,-0.075340435,88.9454,3.02E+12,0.587566757,41.4,70.41297467,0.773,14570.29,58.2627046,1038
